UID,Facility_Name,Owner,Lat,Lon,City,County,State,Zipcode,Standard,Type_of_Facility,Congressional_District,Rep,Party,Simple_Status,Status,Source_Name,Source_Link,FRS_ID,dem_frs_id,EIS_ID,TRI_ID,GHGRP_ID,Total_Population_1_Mile,per_People_of_Color_1_Mile,per_Low_Income_1_Mile,per_5_and_Younger_1_Mile,per_65_and_Older_1_Mile,Total_Population_3_Miles,per_People_of_Color_3_Miles,per_Low_Income_3_Miles,per_5_and_Younger_3_Miles,per_65_and_Older_3_Miles,FRS_ID_CAA_Compliance,ECHO_Link_CAA_Compliance,CAA_Compliance_Status,Quarters_of_Past_12_in_Noncompliance,Quarters_of_Past_12_with_High_Priority_Violations,Formal_Enforcement_Actions_within_Past_5_Years,GHGRP_2023_GHG_Emissions_MTCO2e,NEI_2020_CAP_Emissions_tons,NEI_2020_HAP_Emissions_lbs
1360,Trinseo Llc-Mi Operations,,43.6173,-84.2000,Midland,MIDLAND,MI,48667,"HON Rule, P&R I  Rule",Chemical Manufacturing,MI8,Rep. Kristen McDonald Rivet,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110070061873,110070061873,"18982111, 17055211",0,0,4289,12,51,6,16,31479,12,28,6,18,110070061873,https://echo.epa.gov/detailed-facility-report?fid=110070061873,No Violation Identified,1,0,0,#N/A,36,"33,679"
1361,Corteva Agriscience Llc,,43.6003,-84.2234,Midland,Midland County,MI,48640,HON Rule,Chemical Manufacturing,MI8,Rep. Kristen McDonald Rivet,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110070716360, 110070525251, 110071150964",110070525251,18982311,4867WDWGRS71WAS,0,3798,14,49,7,15,30088,12,29,6,18,110070525251,https://echo.epa.gov/detailed-facility-report?fid=110070525251,No Violation Identified,1,0,0,#N/A,65,"42,416"
1362,3M Cottage Grove Center - 3M - Cottage Grove - Materials Resource Division,,44.7905,-92.9140,Cottage Grove,Washington,MN,55016,P&R I Rule,Chemical Manufacturing,MN2,Rep. Angie Craig,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000423667,110000423667,"6772711, 8481911, 6772811, 6785311, 8161811, 6772511, 6785511, 6771911, 13603211",55016MCHMLHIGHW,0,260,10,2,7,13,13328,19,7,6,12,110000423667,https://echo.epa.gov/detailed-facility-report?fid=110000423667,No Violation Identified,1,0,1,#N/A,406,"64,486"
1363,"Ashland, Inc. - Missouri Chemical Works",,39.4294,-91.0329,Louisiana,Pike County,MO,63353,HON Rule,Chemical Manufacturing,MO6,Rep. Sam Graves,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000442021, 110054612558",110000442021,0,0,0,56,2,25,4,27,3050,16,35,3,17,110000442021,https://echo.epa.gov/detailed-facility-report?fid=110000442021,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1364,Zeon Chemicals L P,,31.3402,-89.3147,Hattiesburg,Forrest,MS,39401,P&R I Rule,Chemical Manufacturing,MS4,Rep. Mike Ezell,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000377084,110000377084,8499311,39401BFGDR1301W,0,5466,84,53,6,7,38085,59,55,6,12,110000377084,https://echo.epa.gov/detailed-facility-report?fid=110000377084,No Violation Identified,0,0,0,#N/A,101,"135,218"
1365,"Chevron Products Co, Pascagoula Refinery",,30.3437,-88.4938,Pascagoula,Jackson County,MS,39581,HON Rule,Chemical Manufacturing,MS4,Rep. Mike Ezell,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000377477,110000377477,8384311,39567CHVRNPOBOX,0,71,25,20,4,34,13320,59,45,9,16,110000377477,https://echo.epa.gov/detailed-facility-report?fid=110000377477,No Violation Identified,0,0,0,#N/A,"5,431","352,650"
1366,"Georgia Pacific Chemicals,Taylorsville",Bakelite Synthetics,31.8392,-89.4659,Taylorsville,Smith County,MS,39168,HON Rule,Chemical Manufacturing,MS3,Rep. Michael Guest,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000590691,110000590691,"7984011, 7984111",39168GRGPCHIGHW,0,296,44,52,11,18,2043,38,50,9,19,110000590691,https://echo.epa.gov/detailed-facility-report?fid=110000590691,No Violation Identified,0,0,0,#N/A,"1,570","138,185"
1367,Hexion Inc,,46.9020,-114.0287,Missoula,Missoula County,MT,59808,HON Rule,Chemical Manufacturing,MT1,Rep. Ryan Zinke,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000428573, 110071648022",110000428573,7302511,59802BRDNN3670G,0,3862,14,39,5,17,31850,13,36,5,12,110000428573,https://echo.epa.gov/detailed-facility-report?fid=110000428573,No Violation Identified,0,0,0,#N/A,176,"18,498"
1368,"Georgia-Pacific Chemicals, Llc - Conway",Bakelite Synthetics,36.4292,-77.2243,Conway,Northampton County,NC,27820,HON Rule,Chemical Manufacturing,NC1,Rep. Don Davis,Democrat,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000347544,110000347544,8006811,27820GRGPCAMPAC,0,124,31,37,8,13,1104,36,40,8,15,110000347544,https://echo.epa.gov/detailed-facility-report?fid=110000347544,No Violation Identified,0,0,0,#N/A,212,"118,594"
1369,Hexion Inc. - Fayetteville Facility,,35.0292,-78.8619,Fayetteville,Cumberland County,NC,28301,HON Rule,Chemical Manufacturing,NC7,Rep. David Rouzer,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110009846471,110009846471,8135311,28302BRDNN1411I,0,1253,75,77,9,15,14872,59,54,6,18,110009846471,https://echo.epa.gov/detailed-facility-report?fid=110009846471,No Violation Identified,0,0,0,#N/A,110,"42,023"
1370,Oak-Bark Corp / Hexion Inc. - Acme Operations / Wright Corp / Silar Llc,Bakelite Synthetics,34.3285,-78.2029,Riegelwood,Columbus County,NC,28456,HON Rule,Chemical Manufacturing,NC7,Rep. David Rouzer,Republican,Received Exemption,Received Exemption,July 2025 Proclamation,https://www.whitehouse.gov/presidential-actions/2025/07/regulatory-relief-for-certain-stationary-sources-to-promote-american-chemical-manufacturing-security/,110000350352,110000350352,8447711,"28456HXNCM333NE, 2845WSLRLB333NE",0,189,22,45,4,13,1755,39,41,4,16,110000350352,https://echo.epa.gov/detailed-facility-report?fid=110000350352,No Violation Identified,0,0,0,#N/A,138,"95,651"
1371,Dakota Gasification Company-Great Plains Synfuels Plant,,47.3608,-101.8382,Beulah,Mercer County,ND,58523,HON Rule,Chemical Manufacturing,ND1,Rep. Julie Fedorchak,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110070292846,110070292846,8086711,0,1002440,6,17,33,0,17,55,13,30,4,22,110070292846,https://echo.epa.gov/detailed-facility-report?fid=110070292846,No Violation Identified,0,0,0,"2,873,469","22,084","922,633"
1372,Polymer Additives Inc (Form: Ferro Corp - De Riv. Plant),,39.7923,-75.3954,Bridgeport,Gloucester County,NJ,08014,HON Rule,Chemical Manufacturing,NJ2,"Rep. Jefferson ""Jeff"" Van Drew",Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000582003,110000582003,7311911,08014MNSNTROUTE,0,92,10,5,0,16,7173,59,51,6,15,110000582003,https://echo.epa.gov/detailed-facility-report?fid=110000582003,No Violation Identified,1,0,3,#N/A,33,"32,166"
1373,Si Group Inc - Rotterdam Junct Facil,,42.8605,-74.0230,Rotterdam Junction,Schenectady County,NY,12150,HON Rule,Chemical Manufacturing,NY20,Rep. Paul Tonko,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000324382,110000324382,8107111,12150SCHNC1000M,1003966,707,12,16,6,17,5205,10,15,6,20,110000324382,https://echo.epa.gov/detailed-facility-report?fid=110000324382,High Priority Violation,12,12,0,"27,614",88,"25,479"
1374,Von Roll Usa Inc,,42.8040,-73.9851,Schenectady,Schenectady,NY,12306,HON Rule,Chemical Manufacturing,NY20,Rep. Paul Tonko,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110041168562,110041168562,8434411,12306NSLTNONECA,0,7210,24,22,6,18,64750,35,32,6,15,110041168562,https://echo.epa.gov/detailed-facility-report?fid=110041168562,No Violation Identified,0,0,0,#N/A,25,"5,361"
1375,Shpp Us Llc (Formerly Sabic Innovative Plastics Us Llc),,42.5755,-73.8571,Selkirk,Albany County,NY,12158,HON Rule,Chemical Manufacturing,NY20,Rep. Paul Tonko,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000324391, 110070873844",110070873844,8105111,12158GNRLLNORYL,1004263,705,21,13,4,15,13875,13,8,5,18,110070873844,https://echo.epa.gov/detailed-facility-report?fid=110070873844,No Violation Identified,0,0,1,"120,792",244,"145,371"
1376,Momentive Performance Materials,,42.8166,-73.6681,Waterford,Saratoga County,NY,12188,HON Rule,Chemical Manufacturing,NY20,Rep. Paul Tonko,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000324435,110000324435,8123911,12188GNRLL260HU,1000093,1393,10,19,5,17,22449,18,31,5,18,110000324435,https://echo.epa.gov/detailed-facility-report?fid=110000324435,No Violation Identified,0,0,1,"60,438",301,"44,300"
1377,"Huntsman Advanced Materials Americas, Llc (Formerly Emerald Polymer Additives, Llc)",,41.0457,-81.5418,Akron,Summit,OH,44301,P&R I Rule,Chemical Manufacturing,OH13,Rep. Emilia Sykes,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000389213, 110069621671",110000389213,8063311,44301BFGDR240WE,1004615,9678,40,56,8,12,88491,48,56,6,13,110000389213,https://echo.epa.gov/detailed-facility-report?fid=110000389213,No Violation Identified,0,0,0,"19,234",45,"12,558"
1378,Kraton Polymers U.S. Llc,,39.2811,-81.6379,Belpre,Washington County,OH,45714,HON Rule,Chemical Manufacturing,OH6,Rep. Michael Rulli,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110030900997,110030900997,8130511,45714SHLLC2982W,1000032,589,5,23,5,32,10244,5,28,5,24,110030900997,https://echo.epa.gov/detailed-facility-report?fid=110030900997,No Violation Identified,0,0,0,"209,507",781,"18,613"
1379,"Pmc Specialties Group, Inc. (Formerly Cincinnati Specialities)",,39.1781,-84.4911,Cincinnati,Hamilton County,OH,45217,HON Rule,Chemical Manufacturing,OH1,Rep. Greg Landsman,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000393324,110000393324,7937511,45217PMCSP501MU,0,8237,53,53,4,17,107527,56,45,7,15,110000393324,https://echo.epa.gov/detailed-facility-report?fid=110000393324,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1380,"Altivia Petrochemicals, Llc",,38.5917,-82.8194,Haverhill,Scioto County,OH,45636,HON Rule,Chemical Manufacturing,OH2,Rep. David Taylor,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110042073332,110042073332,8148211,45636RSTCHRT52A,1007401,527,10,31,4,8,4839,9,38,4,17,110042073332,https://echo.epa.gov/detailed-facility-report?fid=110042073332,No Violation Identified,0,0,1,"26,878",376,"16,069"
1381,Lima Refining Company,,40.7206,-84.1226,Lima,Allen County,OH,45804,HON Rule,Chemical Manufacturing,OH4,Rep. Jim Jordan,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000395475,110000395475,8007011,45804SHLCM1150S,1000411,4272,39,53,7,16,42544,33,47,6,15,110000395475,https://echo.epa.gov/detailed-facility-report?fid=110000395475,Violation w/in 1 Year,5,0,1,"1,205,035","2,402","28,516"
1382,Isp,,40.7183,-84.1164,Lima,Allen County,OH,45804,HON Rule,Chemical Manufacturing,OH4,Rep. Jim Jordan,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110021016229,110021016229,9308811,45804SPLML122SM,0,4077,49,56,7,15,40245,33,48,6,15,110021016229,https://echo.epa.gov/detailed-facility-report?fid=110021016229,No Violation Identified,0,0,0,#N/A,281,"8,401"
1383,Ineos Usa Llc (0302020015),,40.7142,-84.1322,Lima,Allen County,OH,45802,HON Rule,Chemical Manufacturing,OH4,Rep. Jim Jordan,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110057376398,110057376398,8011111,45805BPCHMFORTA,0,1585,19,20,5,23,38449,32,45,6,15,110057376398,https://echo.epa.gov/detailed-facility-report?fid=110057376398,Violation w/in 1 Year,3,0,0,#N/A,#N/A,#N/A
1384,"Toledo Refining Company, Llc.",,41.6295,-83.4965,Oregon,Lucas County,OH,43616,HON Rule,Chemical Manufacturing,OH9,Rep. Marcy Kaptur,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110010534261,110010534261,"7319811, 13431911, 10722611","43616SNRFN1819W, 43616TWWST1819W",0,9112,30,50,6,12,53283,35,52,7,14,110010534261,https://echo.epa.gov/detailed-facility-report?fid=110010534261,No Violation Identified,0,0,0,#N/A,"2,998","27,955"
1385,Bp-Husky Refining Llc,,41.6778,-83.4529,Oregon,Lucas County,OH,43697,HON Rule,Chemical Manufacturing,OH9,Rep. Marcy Kaptur,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000384361,110000384361,8418011,43616SHLCM4001C,0,261,18,56,6,29,23828,26,39,6,17,110000384361,https://echo.epa.gov/detailed-facility-report?fid=110000384361,No Violation Identified,3,0,3,#N/A,"2,851","60,001"
1386,Arvesta Corp,,41.7488,-81.1552,Perry,Lake,OH,44081,HON Rule,Chemical Manufacturing,OH14,Rep. Dave Joyce,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000386001,110000386001,6353411,0,0,1351,5,15,6,19,11408,11,21,6,19,110000386001,https://echo.epa.gov/detailed-facility-report?fid=110000386001,No Violation Identified,0,0,0,#N/A,#N/A,#N/A
1387,Sunoco Partners Marketing & Terminals Lp Toledo Term,,41.6331,-83.5032,Toledo,Lucas County,OH,43605,HON Rule,Chemical Manufacturing,OH9,Rep. Marcy Kaptur,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110001618535,110001618535,8262411,43605SNCNC1601W,0,14082,39,58,8,9,59597,40,56,8,13,110001618535,https://echo.epa.gov/detailed-facility-report?fid=110001618535,No Violation Identified,0,0,0,#N/A,19,"5,789"
1388,Perstop Poyols,,41.7025,-83.5313,Toledo,LUCAS,OH,43612,HON Rule,Chemical Manufacturing,OH9,Rep. Marcy Kaptur,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000384192,110000384192,8263111,43612PRSTR600MA,1014540,1993,41,49,9,12,72105,48,52,7,12,110000384192,https://echo.epa.gov/detailed-facility-report?fid=110000384192,No Violation Identified,3,3,0,"30,309",72,"7,341"
1389,Georgia Pacific Chemicals Eugene,,44.1018,-123.1685,Eugene,Lane,OR,97402,P&R II Rule,Chemical Manufacturing,OR4,Rep. Val Hoyle,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110028244861,110028244861,8417211,97402GRGPC2665H,0,5326,24,31,5,23,62834,23,32,5,18,110028244861,https://echo.epa.gov/detailed-facility-report?fid=110028244861,No Violation Identified,0,0,0,#N/A,21,"6,773"
1390,Montgomery Chem Ltd/Conshohocken,,40.0864,-75.3150,Conshohocken,Montgomery County,PA,19428,HON Rule,Chemical Manufacturing,PA4,Rep. Madeleine Dean,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000925492,110000925492,15077311,19428MNTGM91CNS,0,7825,16,13,4,14,78910,37,20,7,14,110000925492,https://echo.epa.gov/detailed-facility-report?fid=110000925492,High Priority Violation,12,12,1,#N/A,0,#N/A
1391,Advansix Inc,,40.0063,-75.0738,Philadelphia,Philadelphia County,PA,19137,HON Rule,Chemical Manufacturing,PA2,Rep. Brendan Boyle,Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110038495768,110038495768,4950811,19137LLDSGMARGA,0,31656,67,59,7,10,309071,71,52,8,10,110038495768,https://echo.epa.gov/detailed-facility-report?fid=110038495768,No Violation Identified,5,5,3,#N/A,835,"142,999"
1392,Celanese Ltd Enoree Plant,,34.6768,-81.9733,Enoree,Spartanburg County,SC,29335,HON Rule,Chemical Manufacturing,SC4,Rep. William Timmons,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110025404417,110025404417,9177911,29335CLNSM14355,0,222,23,50,5,26,1973,15,43,6,22,110025404417,https://echo.epa.gov/detailed-facility-report?fid=110025404417,Violation w/in 1 Year,1,0,0,#N/A,110,"89,317"
1393,Dak Americas Llc Columbia Site,,33.8664,-81.0127,Gaston,Calhoun County,SC,29053,HON Rule,Chemical Manufacturing,SC6,"Rep. James ""Jim"" Clyburn",Democrat,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110043305688,110043305688,4041311,2905WDKMRC57KAV,0,118,26,33,6,18,2939,62,49,5,15,110043305688,https://echo.epa.gov/detailed-facility-report?fid=110043305688,No Violation Identified,0,0,0,#N/A,"1,861","512,984"
1394,Bp Amoco Chemical,,32.9749,-79.8800,Wando,Berkeley,SC,29492,HON Rule,Chemical Manufacturing,SC1,Rep. Nancy Mace,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110000353705, 110071203078",110000353705,4965811,29492MCCHMCLEME,1000452,161,54,24,4,16,2206,39,19,6,11,110000353705,https://echo.epa.gov/detailed-facility-report?fid=110000353705,No Violation Identified,0,0,0,"75,045",452,"156,204"
1395,"Chattem Chemicals, Inc.",,35.0119,-85.3289,Chattanooga,Hamilton,TN,37409,HON Rule,Chemical Manufacturing,TN3,Rep. Chuck Fleischmann,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,"110005003263, 110071871456",110005003263,5611111,37409CHTTM3801S,0,2479,53,57,9,14,35582,49,53,7,11,110005003263,https://echo.epa.gov/detailed-facility-report?fid=110005003263,No Violation Identified,0,0,0,#N/A,51,"10,217"
1396,"Eastman Chemical Company, Tennessee Operations",,36.5224,-82.5436,Kingsport,Sullivan County,TN,37660,HON Rule,Chemical Manufacturing,TN1,Rep. Diana Harshbarger,Republican,Seeking Exemption,Exemption Sought by Trade Organization,ACC and AFPM Letter,https://library.edf.org/AssetLink/imiyhj203d5nni5g1nkh7hmsmk5ymw44.pdf,110000574423,110000574423,3982311,37662TNNSSEASTM,0,4887,10,48,3,29,28326,10,46,5,25,110000574423,https://echo.epa.gov/detailed-facility-report?fid=110000574423,Violation w/in 1 Year,11,10,29,#N/A,"15,093","1,207,883"
